Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS
Female,21.016849,1.724268,133.033523,yes,yes,3.0,3.0,Sometimes,no,1.650612,no,1.537639,0.912457,Sometimes,Public_Transportation
Female,38.097395,1.696954,78.156035,yes,yes,3.0,3.0,Sometimes,no,2.166024,no,0.0,0.0,no,Automobile
Male,33.0,1.85,99.0,yes,yes,2.0,3.0,Sometimes,yes,3.0,no,1.0,0.0,Sometimes,Automobile
Male,18.0,1.7,55.3,yes,yes,3.0,3.0,Sometimes,no,2.0,no,3.0,0.0,Sometimes,Public_Transportation
Male,17.0,1.9,60.0,no,no,3.0,3.0,Sometimes,no,2.0,no,3.0,1.0,no,Walking
Male,20.418832,1.836669,105.257543,yes,yes,2.0,3.0,Sometimes,no,2.793505,no,2.21939,0.202902,no,Public_Transportation
Male,18.0,1.65,70.0,yes,no,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,no,Public_Transportation
Male,22.582371,1.753081,95.269089,yes,yes,2.0,3.0,Sometimes,no,3.0,no,3.0,2.0,no,Public_Transportation
Male,24.184891,1.768834,97.449743,yes,yes,2.0,3.0,Sometimes,no,2.973729,no,2.491642,1.36595,no,Public_Transportation
Female,19.911246,1.530248,68.85097,yes,no,2.258795,3.53009,Sometimes,no,1.172186,no,0.678943,1.0,no,Public_Transportation
Male,31.205668,1.877732,127.161381,yes,yes,2.731368,3.0,Sometimes,yes,1.486824,no,1.485978,1.150439,Sometimes,Public_Transportation
Female,26.0,1.626503,110.818757,yes,yes,3.0,3.0,Sometimes,no,2.708927,no,0.0,0.278962,Sometimes,Public_Transportation
Male,24.511445,1.852664,121.310257,yes,yes,2.906269,2.894142,Sometimes,no,2.435489,no,1.266739,0.36216,Sometimes,Public_Transportation
Male,25.314163,1.771837,114.906095,yes,yes,1.585183,3.0,Sometimes,no,2.101841,no,1.543961,7.3e-05,Sometimes,Public_Transportation
Female,38.445148,1.556028,77.684229,yes,yes,2.0,3.0,Sometimes,no,1.440629,no,0.0,0.0,Sometimes,Automobile
Female,19.633898,1.66084,49.039794,no,no,2.750715,3.0,Frequently,no,2.0,no,1.067817,1.0,Sometimes,Public_Transportation
Male,29.906575,1.913252,129.232216,yes,yes,2.02472,3.0,Sometimes,no,1.800335,no,1.196368,0.0,Sometimes,Public_Transportation
Male,24.751511,1.735343,83.337721,yes,yes,2.607335,3.0,Sometimes,no,2.0,no,0.451009,0.630866,Sometimes,Public_Transportation
Female,21.0,1.72,80.0,yes,yes,2.0,3.0,Frequently,no,2.0,yes,2.0,1.0,Sometimes,Public_Transportation
Male,35.0,1.77,85.0,yes,no,3.0,3.0,Frequently,no,3.0,no,2.0,1.0,Sometimes,Automobile
Female,28.583944,1.57856,65.522744,yes,no,2.0,2.283673,Sometimes,no,1.970622,no,1.863258,1.581703,Sometimes,Public_Transportation
Male,41.0,1.75,115.806977,yes,yes,2.0,2.701521,Sometimes,no,1.142644,no,0.514225,0.0,no,Automobile
Male,26.004294,1.844751,105.025808,yes,yes,3.0,3.0,Sometimes,no,2.925029,no,2.0,1.758865,Sometimes,Public_Transportation
Female,18.0,1.56,51.0,yes,yes,2.0,4.0,Frequently,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation
Male,22.720449,1.65,89.139209,yes,yes,2.103335,2.964024,Sometimes,no,3.0,no,0.632947,1.0,no,Public_Transportation
Male,30.444081,1.761068,118.370628,yes,yes,2.571274,3.0,Sometimes,no,2.224164,no,1.018158,1.152899,Sometimes,Automobile
Male,19.149706,1.699818,78.0,yes,no,1.096455,2.491315,Sometimes,no,2.450069,no,0.0,0.726118,Sometimes,Public_Transportation
Male,22.889099,1.792533,116.157766,yes,yes,1.996646,3.0,Sometimes,no,2.0,no,1.600536,0.739684,Sometimes,Public_Transportation
Female,38.384177,1.698626,78.637307,yes,yes,3.0,3.0,Sometimes,no,2.503198,no,0.0,0.0,no,Automobile
Male,29.622804,1.814052,109.411622,yes,yes,2.407817,2.070033,Sometimes,no,1.796257,no,1.234483,0.178708,Sometimes,Automobile
Female,25.993154,1.609401,104.854928,yes,yes,3.0,3.0,Sometimes,no,2.613504,no,0.067985,0.778632,Sometimes,Public_Transportation
Male,25.696736,1.814696,107.55963,yes,yes,2.921225,3.0,Sometimes,no,2.869439,no,0.181753,0.133523,Sometimes,Public_Transportation
Male,41.0,1.8,99.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,2.0,1.0,Frequently,Automobile
Female,18.019572,1.701378,50.088468,no,yes,1.601236,3.433908,Sometimes,no,1.055019,no,0.819269,1.030848,Sometimes,Public_Transportation
Female,33.251015,1.730379,75.920519,yes,yes,2.013782,2.625942,Sometimes,no,1.045586,no,0.553305,0.480214,Sometimes,Automobile
Male,26.70371,1.802871,85.770013,yes,yes,2.872121,3.051804,Sometimes,no,2.111913,no,0.843709,0.153559,Sometimes,Automobile
Female,21.0,1.52,56.0,yes,no,3.0,3.0,Sometimes,yes,3.0,yes,3.0,0.0,Sometimes,Public_Transportation
Female,21.814653,1.611822,67.140367,yes,yes,1.874935,3.370362,Sometimes,no,2.558773,no,1.206121,0.271024,Sometimes,Public_Transportation
Female,22.0,1.65,58.0,yes,yes,3.0,4.0,Frequently,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation
Male,19.0,1.75,76.0,yes,yes,3.0,3.0,Sometimes,no,2.0,yes,3.0,1.0,Sometimes,Public_Transportation
Male,24.007488,1.617655,100.941357,yes,yes,2.871016,1.834472,Sometimes,no,1.016585,no,0.236168,0.974939,no,Public_Transportation
Male,26.015448,1.829907,105.436173,yes,yes,3.0,3.0,Sometimes,no,2.224914,no,1.781589,1.59405,Sometimes,Public_Transportation
Male,22.908879,1.876898,121.277832,yes,yes,2.630137,2.806298,Sometimes,no,1.970508,no,1.304291,0.0,Sometimes,Public_Transportation
Male,33.151905,1.685127,83.986895,yes,yes,2.0,2.473911,Sometimes,no,2.452789,no,0.932792,0.0,no,Automobile
Male,33.100581,1.838791,87.85785,no,yes,2.814453,2.608055,Sometimes,no,1.85916,no,2.0,0.516084,no,Automobile
Female,18.0,1.57,50.0,no,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,1.0,Sometimes,Public_Transportation
Male,23.285553,1.717775,85.312639,yes,yes,2.951591,3.0,Sometimes,no,2.971557,no,0.0,0.947192,Sometimes,Public_Transportation
Male,23.745833,1.756772,117.326523,yes,yes,1.537505,3.0,Sometimes,no,2.0,no,1.631912,0.631422,Sometimes,Public_Transportation
Female,21.772251,1.732951,132.904884,yes,yes,3.0,3.0,Sometimes,no,1.817899,no,1.577824,0.930836,Sometimes,Public_Transportation
Male,17.203917,1.853325,59.619485,yes,yes,2.883745,3.595761,Sometimes,no,2.0,no,2.077653,0.714701,no,Automobile
Female,32.278869,1.64602,74.147443,yes,yes,2.885178,2.562895,Sometimes,no,1.017006,no,0.588673,0.916291,Sometimes,Automobile
Female,35.483601,1.647514,73.91692,yes,no,3.0,2.725012,Sometimes,no,1.62244,no,0.902661,0.0,Sometimes,Automobile
Female,23.0,1.611058,84.191125,yes,yes,2.14128,2.989112,Sometimes,no,2.519841,no,2.11137,0.013483,no,Public_Transportation
Male,23.0,1.71,50.0,yes,yes,2.0,3.0,Always,no,3.0,no,0.0,2.0,no,Public_Transportation
Male,33.722449,1.712905,103.276087,yes,yes,2.525884,2.040582,Sometimes,no,1.0,no,1.67036,0.023959,no,Public_Transportation
Male,32.241587,1.757961,87.906019,yes,yes,2.0,1.79558,Sometimes,no,1.855054,no,1.083572,0.218574,Sometimes,Public_Transportation
Male,30.475248,1.801368,121.094257,yes,yes,2.328469,3.0,Sometimes,no,2.001208,no,0.800487,0.176678,Sometimes,Automobile
Female,19.010211,1.555431,44.188767,no,no,2.724285,3.0,Frequently,no,1.0,yes,1.070331,0.0,Sometimes,Public_Transportation
Female,27.0,1.55,62.877347,no,yes,2.244142,1.704828,Sometimes,no,1.0,no,0.792929,0.395468,Sometimes,Public_Transportation
Female,26.0,1.640125,111.539494,yes,yes,3.0,3.0,Sometimes,no,2.625537,no,0.0,0.162494,Sometimes,Public_Transportation
Female,16.129279,1.65,85.583485,yes,yes,2.954996,3.0,Sometimes,no,1.0,no,2.091862,1.06053,no,Public_Transportation
Female,16.0,1.57,49.0,no,yes,2.0,4.0,Always,no,2.0,no,0.0,1.0,Sometimes,Public_Transportation
Male,37.997912,1.76071,118.668332,yes,yes,2.611222,2.992083,Sometimes,no,1.796376,no,0.641954,0.20281,Sometimes,Automobile
Female,25.908431,1.607128,103.026858,yes,yes,3.0,3.0,Sometimes,no,1.077253,no,0.162083,0.824607,Sometimes,Public_Transportation
Female,17.781183,1.6,65.0,yes,yes,3.0,2.973504,Sometimes,no,2.0,yes,0.178976,0.166076,Sometimes,Public_Transportation
Female,18.0,1.5,50.0,yes,yes,3.0,3.0,Frequently,no,2.0,no,0.0,1.0,Sometimes,Public_Transportation
Male,26.0,1.74,80.0,no,no,2.0,3.0,Sometimes,no,2.0,no,2.0,0.0,no,Automobile
Female,21.0,1.754497,77.956921,yes,yes,2.446872,2.372311,Sometimes,no,1.81031,no,0.094893,1.650778,Sometimes,Public_Transportation
Female,20.0,1.58,53.0,yes,yes,2.0,4.0,Frequently,no,2.0,no,1.0,1.0,no,Public_Transportation
Male,31.327609,1.737984,82.523113,yes,yes,2.300408,3.071028,Sometimes,no,1.738959,no,0.090147,0.0,Sometimes,Automobile
Female,18.270434,1.737165,76.699774,yes,yes,2.838969,3.0,Sometimes,no,2.425927,no,1.0,1.453335,Frequently,Public_Transportation
Male,22.352025,1.754711,105.000706,yes,yes,2.871137,3.0,Sometimes,no,2.627569,no,1.0,0.0,Sometimes,Public_Transportation
Female,24.0,1.62,58.0,no,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation
Female,21.0,1.53,53.0,no,yes,3.0,3.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation
Female,23.712641,1.742901,132.8071,yes,yes,3.0,3.0,Sometimes,no,2.856795,no,1.046463,0.586163,Sometimes,Public_Transportation
Male,23.0,1.654961,94.790579,yes,yes,2.0,3.0,Sometimes,no,1.490613,no,0.654316,1.0,no,Public_Transportation
Male,26.947786,1.647807,99.592225,yes,yes,2.935157,1.845858,Sometimes,no,1.0,no,1.089891,0.715993,no,Public_Transportation
Male,31.627962,1.762389,118.548733,yes,yes,2.998441,3.0,Sometimes,no,2.462916,no,0.554646,1.99219,Sometimes,Automobile
Female,19.408999,1.670552,49.804245,no,yes,2.794197,3.409363,Sometimes,no,1.543021,no,2.0,1.0,Sometimes,Public_Transportation
Female,21.521294,1.803677,160.639405,yes,yes,3.0,3.0,Sometimes,no,2.404049,no,0.427905,0.639894,Sometimes,Public_Transportation
Female,18.335019,1.771043,137.044959,yes,yes,3.0,3.0,Sometimes,no,2.861533,no,1.70464,0.655571,Sometimes,Public_Transportation
Male,25.2984,1.827279,120.996074,yes,yes,3.0,3.0,Sometimes,no,3.0,no,1.110215,0.396352,Sometimes,Public_Transportation
Female,26.0,1.640745,110.919646,yes,yes,3.0,3.0,Sometimes,no,2.666178,no,0.0,0.276907,Sometimes,Public_Transportation
Male,17.486869,1.836669,58.943347,yes,yes,2.767731,3.821168,Sometimes,no,2.0,no,2.0,0.556245,no,Automobile
Female,19.94814,1.530884,39.371523,no,yes,1.522001,3.0,Sometimes,no,1.98126,no,2.306844,0.720454,Sometimes,Public_Transportation
Female,22.0,1.675446,51.154201,yes,yes,3.0,3.0,Frequently,no,2.815293,no,1.978631,1.0,no,Public_Transportation
Male,20.0,1.65,58.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,3.0,1.0,Sometimes,Public_Transportation
Male,23.0,1.75,120.0,yes,yes,2.0,3.0,Sometimes,yes,2.0,no,2.0,1.0,Sometimes,Public_Transportation
Male,17.0,1.69,60.0,no,no,2.0,3.0,Sometimes,no,3.0,no,2.0,1.0,Sometimes,Walking
Male,21.084625,1.787264,58.585146,yes,yes,2.530233,3.24934,Sometimes,no,2.387945,no,1.976341,1.672508,no,Automobile
Female,18.10682,1.602129,82.412665,yes,yes,2.319648,3.0,Sometimes,no,1.107164,no,0.692123,0.30402,no,Public_Transportation
Female,18.003153,1.729996,75.816864,yes,yes,2.992329,3.0,Sometimes,no,2.004908,no,1.0,1.405086,Frequently,Public_Transportation
Female,26.0,1.60937,105.407313,yes,yes,3.0,3.0,Sometimes,no,2.609052,no,0.0,0.54859,Sometimes,Public_Transportation
Female,26.0,1.643332,110.824698,yes,yes,3.0,3.0,Sometimes,no,2.709654,no,0.0,0.25115,Sometimes,Public_Transportation
Male,20.0,1.8,75.0,no,yes,3.0,4.0,Always,no,3.0,no,2.0,0.0,Sometimes,Public_Transportation
Female,26.0,1.631332,111.829957,yes,yes,3.0,3.0,Sometimes,no,2.55975,no,0.0,0.237307,Sometimes,Public_Transportation
Male,37.765356,1.763582,117.86159,yes,yes,2.145114,2.888193,Sometimes,no,2.038128,no,0.852344,0.0,Sometimes,Automobile
Male,23.0,1.701584,75.093569,yes,yes,3.0,3.205009,Sometimes,no,2.643468,no,0.998039,1.898139,Sometimes,Public_Transportation
Male,29.681308,1.680058,89.994351,yes,yes,2.104772,2.376374,Sometimes,no,2.218691,no,1.52184,0.0,Sometimes,Automobile
Female,18.549437,1.545196,72.467862,yes,no,3.0,3.014808,Sometimes,no,2.0,no,1.997529,1.0,Sometimes,Public_Transportation
Female,24.497373,1.737056,132.527011,yes,yes,3.0,3.0,Sometimes,no,2.86559,no,0.973864,0.58345,Sometimes,Public_Transportation
Male,21.027662,1.726774,82.853749,yes,yes,2.265973,2.687502,Sometimes,no,2.0,no,2.21722,0.648522,Sometimes,Public_Transportation
Female,18.301773,1.808765,140.292018,yes,yes,3.0,3.0,Sometimes,no,2.830247,no,1.783138,0.789064,Sometimes,Public_Transportation
Male,24.911994,1.785241,88.03748,yes,yes,1.306844,2.279546,Sometimes,no,2.0,no,0.0,0.739609,Sometimes,Public_Transportation
Female,25.748627,1.66877,104.774144,yes,yes,3.0,3.0,Sometimes,no,1.526416,no,0.180158,0.747909,Sometimes,Public_Transportation
Male,19.576682,1.834715,89.429199,yes,yes,2.342323,3.60885,Sometimes,no,2.878866,no,2.0,0.208323,Sometimes,Public_Transportation
Female,26.0,1.610636,105.423532,yes,yes,3.0,3.0,Sometimes,no,2.180566,no,0.0,0.519905,Sometimes,Public_Transportation
Female,21.455463,1.611,68.107866,yes,yes,1.977298,3.554974,no,no,2.217957,no,0.97812,0.459759,Sometimes,Public_Transportation
Male,16.0,1.84,45.0,yes,yes,3.0,3.0,Always,no,3.0,no,3.0,2.0,Sometimes,Walking
Female,26.0,1.618867,110.777391,yes,yes,3.0,3.0,Sometimes,no,2.618198,no,0.0,0.380695,Sometimes,Public_Transportation
Male,30.200946,1.755926,112.289883,yes,yes,2.317734,3.0,Sometimes,no,2.152736,no,0.0,1.108145,no,Automobile
Female,21.001282,1.517998,64.696248,yes,no,2.1239,1.672958,Sometimes,no,2.0,no,1.582428,1.313363,no,Public_Transportation
Male,23.147644,1.815514,120.337664,yes,yes,2.996717,2.791366,Sometimes,no,2.626309,no,1.194898,0.034897,Sometimes,Public_Transportation
Male,24.63474,1.829757,120.980508,yes,yes,2.644094,3.0,Sometimes,no,2.740525,no,2.0,0.500936,Sometimes,Public_Transportation
Female,26.0,1.600905,110.074946,yes,yes,3.0,3.0,Sometimes,no,2.555189,no,0.0,0.462973,Sometimes,Public_Transportation
Female,22.989846,1.65,80.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.146919,2.0,no,Public_Transportation
Female,20.217015,1.71582,129.466541,yes,yes,3.0,3.0,Sometimes,no,1.755907,no,1.48809,0.857718,Sometimes,Public_Transportation
Female,23.444286,1.596466,44.594588,no,no,2.594653,1.882158,Frequently,no,1.916812,no,0.417119,0.0,no,Public_Transportation
Female,19.735968,1.699956,49.98297,no,yes,1.204855,3.531038,Sometimes,no,1.134658,no,2.0,1.0,Sometimes,Public_Transportation
Male,21.963787,1.849601,122.333425,yes,yes,3.0,2.218285,Sometimes,no,1.340117,no,0.428259,0.0,Sometimes,Public_Transportation
Male,21.0,1.709561,75.0,yes,yes,2.0,3.0,Sometimes,no,1.636326,no,1.0,0.0,Sometimes,Public_Transportation
Female,17.25813,1.600184,65.0,yes,yes,2.749629,2.298612,Sometimes,no,2.0,yes,0.547515,1.619473,Sometimes,Public_Transportation
Male,23.0,1.65,95.0,yes,yes,2.0,3.0,Always,no,2.0,no,0.0,1.0,Frequently,Automobile
Female,33.690239,1.681842,77.426465,yes,yes,3.0,2.679724,Sometimes,no,1.999737,no,1.747347,0.681773,no,Automobile
Female,22.033129,1.704223,51.437985,yes,yes,2.984425,3.0,Frequently,no,2.044694,no,2.008256,1.250871,no,Public_Transportation
Female,21.009596,1.714193,131.866734,yes,yes,3.0,3.0,Sometimes,no,1.709556,no,1.592494,0.925843,Sometimes,Public_Transportation
Male,19.0,1.83,82.0,yes,yes,3.0,3.0,Frequently,no,2.0,no,2.0,0.0,Sometimes,Public_Transportation
Female,19.774317,1.541039,64.726948,no,yes,2.706134,2.669766,Sometimes,no,1.979848,yes,0.445238,0.908836,Sometimes,Public_Transportation
Male,21.652229,1.700181,75.057177,yes,yes,2.086093,3.546352,Sometimes,no,2.081121,no,1.993666,0.673835,Sometimes,Public_Transportation
Male,28.393111,1.685462,99.540122,yes,yes,2.774562,2.301129,Sometimes,no,1.0,no,1.621733,0.138314,no,Public_Transportation
Female,21.67447,1.71978,132.262558,yes,yes,3.0,3.0,Sometimes,no,1.777805,no,1.584716,0.927341,Sometimes,Public_Transportation
Male,27.635029,1.806227,120.423567,yes,yes,2.974006,3.0,Sometimes,no,2.565828,no,0.690269,1.339691,Sometimes,Public_Transportation
Male,24.733308,1.639383,91.267087,yes,yes,1.036159,3.0,Sometimes,no,1.0,no,0.344013,0.329367,Sometimes,Automobile
Female,23.0,1.630357,83.1011,yes,yes,2.977585,1.630506,Sometimes,no,2.839319,no,1.091474,0.889517,no,Public_Transportation
Female,30.711381,1.536819,65.912688,yes,no,2.030256,2.948721,Sometimes,no,1.984323,no,0.986414,0.333673,no,Public_Transportation
Male,23.083621,1.848553,121.421121,yes,yes,3.0,2.567567,Sometimes,no,2.011023,no,0.916478,0.0,Sometimes,Public_Transportation
Female,26.0,1.623303,110.81746,yes,yes,3.0,3.0,Sometimes,no,2.673754,no,0.0,0.33929,Sometimes,Public_Transportation
Male,32.0,1.75,120.0,yes,no,3.0,3.0,Sometimes,no,3.0,no,0.0,2.0,no,Automobile
Female,21.982942,1.748584,133.742943,yes,yes,3.0,3.0,Sometimes,no,2.00513,no,1.34139,0.59927,Sometimes,Public_Transportation
Female,29.463168,1.659172,71.170001,yes,yes,2.0,3.0,Sometimes,no,1.281683,no,1.609801,0.0,Sometimes,Automobile
Female,26.0,1.632193,111.886611,yes,yes,3.0,3.0,Sometimes,no,2.617988,no,0.0,0.156187,Sometimes,Public_Transportation
Female,20.3756,1.787195,151.975864,yes,yes,3.0,3.0,Sometimes,no,2.304716,no,0.82666,0.914492,Sometimes,Public_Transportation
Female,19.442663,1.627812,82.0,yes,yes,1.081585,2.870661,Sometimes,no,1.11756,no,0.0,1.616826,Sometimes,Public_Transportation
Male,25.3292,1.771817,114.004832,yes,yes,1.528331,3.0,Sometimes,no,2.079353,no,1.522429,0.228598,Sometimes,Public_Transportation
Female,21.635977,1.748106,133.259033,yes,yes,3.0,3.0,Sometimes,no,1.931163,no,1.562213,0.926565,Sometimes,Public_Transportation
Male,25.191627,1.813678,85.637789,no,yes,1.450218,3.985442,Sometimes,no,2.147746,no,0.046836,1.0,no,Automobile
Male,24.001889,1.614075,100.245302,yes,yes,2.880483,1.703299,Sometimes,no,1.006378,no,1.076729,1.058007,no,Public_Transportation
Male,24.0,1.7,85.0,yes,yes,2.0,3.0,Frequently,no,3.0,no,0.0,1.0,Frequently,Public_Transportation
Male,22.771612,1.750384,95.324282,yes,yes,2.0,3.0,Sometimes,no,3.0,no,3.0,2.0,no,Public_Transportation
Male,40.317787,1.786318,98.447311,yes,yes,2.0,3.0,Sometimes,no,2.680292,no,1.549693,0.522259,Sometimes,Automobile
Female,35.0,1.53,45.0,yes,no,3.0,3.0,Frequently,no,1.0,no,0.0,1.0,no,Automobile
Female,23.0,1.710182,50.287967,yes,yes,2.0,3.0,Frequently,no,2.099863,no,1.63581,2.0,no,Public_Transportation
Female,26.0,1.630927,111.485516,yes,yes,3.0,3.0,Sometimes,no,2.444125,no,0.0,0.26579,Sometimes,Public_Transportation
Male,22.052152,1.792527,89.994415,yes,yes,1.771693,1.890213,Sometimes,no,2.0,no,0.0,1.36595,Sometimes,Public_Transportation
Male,27.394123,1.764138,112.323213,yes,yes,1.924632,3.0,Sometimes,no,2.006595,no,0.1768,0.511694,Sometimes,Automobile
Female,22.909992,1.700038,80.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.973114,1.540298,no,Public_Transportation
Male,31.426573,1.848683,99.0,yes,yes,2.759286,2.59257,Sometimes,no,2.549617,no,1.427233,0.519395,Sometimes,Automobile
Female,18.314593,1.745602,133.554686,yes,yes,3.0,3.0,Sometimes,no,2.923792,no,1.536555,0.62535,Sometimes,Public_Transportation
Male,26.699317,1.839941,119.956651,yes,yes,2.244654,3.0,Sometimes,no,2.795752,no,0.839481,0.0,Sometimes,Public_Transportation
Female,22.0,1.68,52.0,no,yes,3.0,3.0,Frequently,no,2.0,no,0.0,1.0,no,Public_Transportation
Female,22.377998,1.699568,54.98774,yes,yes,3.0,3.0,Frequently,no,2.0,no,0.139808,0.875464,no,Public_Transportation
Male,18.0,1.78,64.4,yes,yes,3.0,3.0,Frequently,no,2.0,no,3.0,2.0,no,Walking
Female,26.0,1.63302,111.863186,yes,yes,3.0,3.0,Sometimes,no,2.584305,no,0.0,0.232108,Sometimes,Public_Transportation
Female,29.0,1.74,72.0,yes,no,3.0,3.0,Always,no,2.0,no,0.0,0.0,Sometimes,Automobile
Male,26.0,1.91,84.0,yes,yes,3.0,3.0,Frequently,yes,2.0,no,2.0,2.0,Frequently,Public_Transportation
Male,23.0,1.75,75.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Frequently,Public_Transportation
Female,25.783865,1.643111,109.910012,yes,yes,3.0,3.0,Sometimes,no,1.530992,no,0.01586,0.445495,Sometimes,Public_Transportation
Female,23.0,1.608469,82.954796,yes,yes,2.150054,2.988539,Sometimes,no,2.768325,no,2.08515,0.0,no,Public_Transportation
Female,19.462713,1.550122,69.936073,yes,no,2.501683,3.394788,Sometimes,no,1.337378,no,0.932888,1.0,no,Public_Transportation
Male,24.912254,1.75596,112.277567,yes,yes,1.397468,3.0,Sometimes,no,2.01897,no,0.665439,0.062167,Sometimes,Automobile
Female,30.255744,1.652084,73.575981,yes,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,0.018877,Sometimes,Automobile
Female,25.992898,1.638075,105.036522,yes,yes,3.0,3.0,Sometimes,no,2.419153,no,0.019404,0.597626,Sometimes,Public_Transportation
Female,19.816228,1.507853,64.259379,no,yes,2.568063,3.0,Sometimes,no,1.817983,yes,0.0,0.0,Sometimes,Public_Transportation
Male,23.252906,1.775815,97.813023,yes,yes,2.0,3.0,Sometimes,no,3.0,no,3.0,2.0,no,Public_Transportation
Male,30.242597,1.759772,118.382361,yes,yes,2.312528,3.0,Sometimes,no,2.208068,no,1.07672,1.035711,Sometimes,Automobile
Male,18.140751,1.859056,111.235188,yes,yes,2.0,1.706551,Sometimes,no,2.039514,no,1.0,2.0,Sometimes,Public_Transportation
Male,30.361365,1.75853,111.635463,yes,yes,1.263216,3.219347,Sometimes,no,1.981782,no,0.482625,0.0,Sometimes,Automobile
Male,17.997009,1.742654,85.0,yes,no,2.0,3.0,Sometimes,no,2.976229,no,1.0,0.121992,Sometimes,Public_Transportation
Female,20.976842,1.71073,131.408528,yes,yes,3.0,3.0,Sometimes,no,1.728139,no,1.676269,0.906247,Sometimes,Public_Transportation
Male,23.384374,1.725587,82.480214,yes,yes,2.712747,2.853676,Sometimes,no,1.526313,no,1.0,0.173665,Sometimes,Public_Transportation
Female,21.760734,1.73581,135.346677,yes,yes,3.0,3.0,Sometimes,no,2.611654,no,1.618512,0.868788,Sometimes,Public_Transportation
Male,25.0,1.7,83.0,yes,yes,2.0,3.0,Frequently,no,2.0,no,0.0,1.0,Sometimes,Public_Transportation
Female,22.980221,1.724983,132.94066,yes,yes,3.0,3.0,Sometimes,no,2.085553,no,1.271651,0.587932,Sometimes,Public_Transportation
Male,29.389239,1.681855,90.0,yes,yes,2.08841,2.644692,Sometimes,no,2.773236,no,1.252472,0.0,Sometimes,Automobile
Male,18.0,1.783906,109.207614,yes,yes,2.0,1.867836,Sometimes,no,2.438398,no,1.0,0.802305,no,Public_Transportation
Female,21.232659,1.719913,131.567481,yes,yes,3.0,3.0,Sometimes,no,1.651462,no,1.655993,0.939982,Sometimes,Public_Transportation
Male,31.190219,1.842812,125.973927,yes,yes,2.151335,3.0,Sometimes,yes,1.491169,no,0.883542,0.527766,Sometimes,Public_Transportation
Male,25.45763,1.837399,95.952027,yes,yes,1.122127,2.865657,Sometimes,no,2.0,no,1.28775,1.944177,Sometimes,Public_Transportation
Male,26.288417,1.767806,82.694689,yes,yes,1.947405,3.118013,Sometimes,no,2.136159,no,0.783963,0.88868,no,Public_Transportation
Male,23.801436,1.855779,86.098523,yes,yes,2.0,2.372339,Sometimes,no,1.675733,no,1.066241,1.0,Sometimes,Automobile
Male,26.0,1.72,65.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,1.0,Sometimes,Walking
Female,19.027417,1.588147,73.939268,yes,no,3.0,3.362758,Sometimes,no,2.0,no,2.892922,1.0,Sometimes,Public_Transportation
Male,26.680376,1.812259,118.277657,yes,yes,2.239634,3.0,Sometimes,no,2.684264,no,0.979306,0.0,Sometimes,Public_Transportation
Female,21.478496,1.686936,51.256059,yes,yes,3.0,3.179995,Frequently,no,1.910378,no,0.480614,0.625079,no,Public_Transportation
Female,24.0,1.56,51.0,no,no,3.0,3.0,Frequently,no,2.0,no,2.0,2.0,Frequently,Public_Transportation
Male,30.357745,1.841852,93.614246,yes,yes,2.045027,2.946063,Sometimes,no,1.307563,no,1.442485,0.934493,Sometimes,Public_Transportation
Female,23.0,1.728834,51.442293,yes,yes,2.0,3.0,Frequently,no,1.229915,no,0.619533,2.0,no,Public_Transportation
Female,20.074449,1.810427,152.217135,yes,yes,3.0,3.0,Sometimes,no,2.299156,no,1.699056,0.729722,Sometimes,Public_Transportation
Male,21.077356,1.702002,97.971598,yes,yes,2.0,1.66338,Sometimes,no,2.0,no,0.0,1.865851,no,Public_Transportation
Female,38.939448,1.738321,86.934846,no,yes,2.843709,3.058539,Sometimes,no,1.130079,no,2.834373,0.044954,Sometimes,Automobile
Female,18.0,1.5,58.0,no,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,0.0,no,Public_Transportation
Female,21.330178,1.747987,147.296186,yes,yes,3.0,3.0,Sometimes,no,2.336349,no,1.4164,0.711724,Sometimes,Public_Transportation
Male,26.758516,1.80179,86.981202,no,yes,2.652958,2.488189,Sometimes,no,2.0,no,2.0,0.096614,no,Automobile
Male,26.650419,1.791047,83.26312,no,yes,1.27785,3.999591,Sometimes,no,2.495944,no,0.00342,1.0,no,Automobile
Female,21.0,1.63,60.0,yes,yes,3.0,3.0,Always,yes,2.0,no,2.0,0.0,Sometimes,Public_Transportation
Male,22.766227,1.874061,89.754302,yes,yes,2.0,2.870005,Sometimes,no,1.15031,no,0.417724,1.0,Sometimes,Automobile
